externalId,category,categoryId,name,unit,description,photo,price,priceWithoutVat,priceWithVat,packageQuantity,packageType,packageUnit,sourcePack,notes,isActive,sortOrder
rag-001,Ветошь,cat-vetosh,Ветошь рулон,рулон,"Ветошь рулон. Категория: Ветошь. Характеристики: 1.40×70м. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,13000 тг.,13000,14560.0,3,коробка,от рулонов,от 3 рулонов,1.40×70м,True,1
rag-002,Ветошь,cat-vetosh,Ветошь рулон 1.40/70м,рулон,"Ветошь рулон 1.40/70м. Категория: Ветошь. Характеристики: белая. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,13000 тг.,13000,14560.0,3,коробка,от рулонов,от 3 рулонов,белая,True,2
mat-001,Коврики,cat-kovriki,Коврик резина соты,шт,"Коврик резина соты. Категория: Коврики. Характеристики: 50×80. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,1800 тг.,1800,2016.0,30,коробка,шт,30 шт,50×80,True,3
mat-002,Коврики,cat-kovriki,Коврик соты,шт,"Коврик соты. Категория: Коврики. Характеристики: 90см / 12м. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,44000 тг.,44000,49280.0,,рулон,рулон,рулон,90см / 12м,True,4
mat-003,Коврики,cat-kovriki,Коврик полоска,шт,"Коврик полоска. Категория: Коврики. Характеристики: 45×75. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,2350 тг.,2350,2632.0,30,коробка,шт,30 шт,45×75,True,5
mat-004,Коврики,cat-kovriki,Коврик пружина,шт,"Коврик пружина. Категория: Коврики. Характеристики: 45×75. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,2500 тг.,2500,2800.0,,,,—,45×75,True,6
mat-005,Коврики,cat-kovriki,Коврик полоска,шт,"Коврик полоска. Категория: Коврики. Характеристики: 45×75 см. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,2350 тг.,2350,2632.0,30,коробка,шт,30 шт,45×75 см,True,7
mat-006,Коврики,cat-kovriki,Коврик серый,шт,"Коврик серый. Категория: Коврики. Характеристики: 40×60 см. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,700 тг.,700,784.0,30,коробка,шт,30 шт,40×60 см,True,8
mat-007,Коврики,cat-kovriki,Коврик дорожка ворс,шт,"Коврик дорожка ворс. Категория: Коврики. Характеристики: 90см / 15м. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,35000 тг.,35000,39200.0,,рулон,рулон,рулон,90см / 15м,True,9
mat-008,Коврики,cat-kovriki,Коврик резиновый соты,шт,"Коврик резиновый соты. Категория: Коврики. Характеристики: 50×80 см. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,2200 тг.,2200,2464.0,20,коробка,от шт,от 20 шт,50×80 см,True,10
mat-009,Коврики,cat-kovriki,Резиновый коврик дорожка,шт,"Резиновый коврик дорожка. Категория: Коврики. Характеристики: 90см / 15м. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,40000 тг.,40000,44800.0,,рулон,рулон,рулон,90см / 15м,True,11
mat-010,Коврики,cat-kovriki,Коврик пружина,шт,"Коврик пружина. Категория: Коврики. Характеристики: 45×75 см. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,2500 тг.,2500,2800.0,,,,—,45×75 см,True,12
mat-011,Коврики,cat-kovriki,Коврик соты,шт,"Коврик соты. Категория: Коврики. Характеристики: 90см / 12м. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,44000 тг.,44000,49280.0,,рулон,рулон,рулон,90см / 12м,True,13
mat-012,Коврики,cat-kovriki,Коврик резина,шт,"Коврик резина. Категория: Коврики. Характеристики: 50×80 см. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,1800 тг.,1800,2016.0,30,коробка,шт,30 шт,50×80 см,True,14
mat-013,Коврики,cat-kovriki,Коврик Welcome,шт,"Коврик Welcome. Категория: Коврики. Характеристики: резиновый. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,,,,,,,—,резиновый,True,15
krg-001,Краги,cat-kragi,Краги зима кожа,пара,"Краги зима кожа. Категория: Краги. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,640 тг.,640,716.8,144,мешок,пар,144 пар,,True,16
krg-002,Краги,cat-kragi,Краги красно-желтые,пара,"Краги красно-желтые. Категория: Краги. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,610 тг.,610,683.2,144,мешок,пар,144 пар,,True,17
krg-003,Краги,cat-kragi,Краги желтые,пара,"Краги желтые. Категория: Краги. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,1250 тг.,1250,1400.0,120,мешок,пар,120 пар,,True,18
krg-004,Краги,cat-kragi,Краги коричневые,пара,"Краги коричневые. Категория: Краги. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,590 тг.,590,660.8,144,мешок,пар,144 пар,,True,19
krg-005,Краги,cat-kragi,Краги желтые,пара,"Краги желтые. Категория: Краги. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,1250 тг.,1250,1400.0,120,мешок,пар,120 пар,,True,20
krg-006,Краги,cat-kragi,Краги зима,пара,"Краги зима. Категория: Краги. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,1045 тг.,1045,1170.4,144,мешок,пар,144 пар,,True,21
krg-007,Краги,cat-kragi,Краги комбинированные,пара,"Краги комбинированные. Категория: Краги. Характеристики: кожа. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,550 тг.,550,616.0,144,мешок,пар,144 пар,кожа,True,22
krg-008,Краги,cat-kragi,Краги синие,пара,"Краги синие. Категория: Краги. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,1250 тг.,1250,1400.0,120,мешок,пар,120 пар,,True,23
krg-009,Краги,cat-kragi,Краги белые,пара,"Краги белые. Категория: Краги. Характеристики: кожа. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,640 тг.,640,716.8,144,мешок,пар,144 пар,кожа,True,24
krg-010,Краги,cat-kragi,Краги оранжевые,пара,"Краги оранжевые. Категория: Краги. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,1200 тг.,1200,1344.0,108,мешок,пар,108 пар,,True,25
krg-011,Краги,cat-kragi,Краги зима красные,пара,"Краги зима красные. Категория: Краги. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,1300 тг.,1300,1456.0,120,мешок,пар,120 пар,,True,26
krg-012,Краги,cat-kragi,Краги зима синие,пара,"Краги зима синие. Категория: Краги. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,1400 тг.,1400,1568.0,120,мешок,пар,120 пар,,True,27
krg-013,Краги,cat-kragi,Краги красные,пара,"Краги красные. Категория: Краги. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,800 тг.,800,896.0,120,мешок,пар,120 пар,,True,28
krg-014,Краги,cat-kragi,Краги зима желтые,пара,"Краги зима желтые. Категория: Краги. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,1450 тг.,1450,1624.0,120,мешок,пар,120 пар,,True,29
krg-015,Краги,cat-kragi,Краги зима коричневые,пара,"Краги зима коричневые. Категория: Краги. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,780 тг.,780,873.6,144,мешок,пар,144 пар,,True,30
krg-016,Краги,cat-kragi,Краги желтые,пара,"Краги желтые. Категория: Краги. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,450 тг.,450,504.0,144,мешок,пар,144 пар,,True,31
krg-017,Краги,cat-kragi,Краги красные,пара,"Краги красные. Категория: Краги. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,770 тг.,770,862.4,120,мешок,пар,120 пар,,True,32
krg-018,Краги,cat-kragi,Краги стандарт,пара,"Краги стандарт. Категория: Краги. Характеристики: бело-желтые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,450 тг.,450,504.0,144,мешок,пар,144 пары,бело-желтые,True,33
krg-019,Краги,cat-kragi,Краги красные,пара,"Краги красные. Категория: Краги. Характеристики: красные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,770 тг.,770,862.4,120,мешок,пар,120 пар,красные,True,34
krg-020,Краги,cat-kragi,Краги рыжие,пара,"Краги рыжие. Категория: Краги. Характеристики: рыжие. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,590 тг.,590,660.8,144,мешок,пар,144 пары,рыжие,True,35
krg-021,Краги,cat-kragi,Кожа комбинированная,пара,"Кожа комбинированная. Категория: Краги. Характеристики: желто-коричневые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,550 тг.,550,616.0,144,мешок,пар,144 пары,желто-коричневые,True,36
krg-022,Краги,cat-kragi,Краги синие,пара,"Краги синие. Категория: Краги. Характеристики: синие. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,1250 тг.,1250,1400.0,120,мешок,пар,120 пар,синие,True,37
krg-023,Краги,cat-kragi,Краги ЗИМА,пара,"Краги ЗИМА. Категория: Краги. Характеристики: красные утепленные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,1300 тг.,1300,1456.0,120,мешок,пар,120 пар,красные утепленные,True,38
krg-024,Краги,cat-kragi,Краги комбинированные,пара,"Краги комбинированные. Категория: Краги. Характеристики: зеленые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,600 тг.,600,672.0,,,,—,зеленые,True,39
krg-025,Краги,cat-kragi,Краги красно-желтые,пара,"Краги красно-желтые. Категория: Краги. Характеристики: комбинированные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,610 тг.,610,683.2,144,мешок,пар,144 пары,комбинированные,True,40
krg-026,Краги,cat-kragi,Краги усиленные,пара,"Краги усиленные. Категория: Краги. Характеристики: желтые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,1250 тг.,1250,1400.0,120,мешок,пар,120 пар,желтые,True,41
krg-027,Краги,cat-kragi,Кожа,пара,"Кожа. Категория: Краги. Характеристики: белые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,640 тг.,640,716.8,144,мешок,пар,144 пары,белые,True,42
krg-028,Краги,cat-kragi,Краги ЗИМА,пара,"Краги ЗИМА. Категория: Краги. Характеристики: утепленные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,1045 тг.,1045,1170.4,144,мешок,пар,144 пары,утепленные,True,43
krg-029,Краги,cat-kragi,Краги ЗИМА,пара,"Краги ЗИМА. Категория: Краги. Характеристики: желтые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,1450 тг.,1450,1624.0,120,мешок,пар,120 пар,желтые,True,44
krg-030,Краги,cat-kragi,Краги ЗИМА,пара,"Краги ЗИМА. Категория: Краги. Характеристики: синие. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,1400 тг.,1400,1568.0,120,мешок,пар,120 пар,синие,True,45
krg-031,Краги,cat-kragi,ЗИМА кожа,пара,"ЗИМА кожа. Категория: Краги. Характеристики: белые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,640 тг.,640,716.8,144,мешок,пар,144 пары,белые,True,46
krg-032,Краги,cat-kragi,Краги белые,пара,"Краги белые. Категория: Краги. Характеристики: белые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,,,,,,,—,белые,True,47
bag-001,Майки,cat-mayki,Майка синяя,шт,"Майка синяя. Категория: Майки. Характеристики: 35шт / 30×50. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,620 тг.,620,694.4,40,коробка,пачек,40 пачек,35шт / 30×50,True,48
bag-002,Майки,cat-mayki,Пакет SHIVAKI,шт,"Пакет SHIVAKI. Категория: Майки. Характеристики: 20шт. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,485 тг.,485,543.2,50,коробка,пачек,50 пачек,20шт,True,49
bag-003,Майки,cat-mayki,Майка желтая,шт,"Майка желтая. Категория: Майки. Характеристики: 35шт. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,460 тг.,460,515.2,60,коробка,пачек,60 пачек,35шт,True,50
bag-004,Майки,cat-mayki,Майка Exactly 2000,шт,"Майка Exactly 2000. Категория: Майки. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,1550 тг.,1550,1736.0,18,коробка,рулонов,18 рулонов,,True,51
bag-005,Майки,cat-mayki,Майка без ручки 800гр,шт,"Майка без ручки 800гр. Категория: Майки. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,900 тг.,900,1008.0,30,коробка,рулонов,30 рулонов,,True,52
bag-006,Майки,cat-mayki,Майка белая,шт,"Майка белая. Категория: Майки. Характеристики: 80шт / 37×31. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,460 тг.,460,515.2,60,коробка,пачек,60 пачек,80шт / 37×31,True,53
bag-007,Майки,cat-mayki,Майка фиолетовая,шт,"Майка фиолетовая. Категория: Майки. Характеристики: 40шт. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,250 тг.,250,280.0,80,коробка,пачек,80 пачек,40шт,True,54
bag-008,Майки,cat-mayki,Майка Exactly 3000,шт,"Майка Exactly 3000. Категория: Майки. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,2350 тг.,2350,2632.0,12,коробка,рулонов,12 рулонов,,True,55
bag-009,Майки,cat-mayki,Майка желтая,шт,"Майка желтая. Категория: Майки. Характеристики: 35шт / 45×50. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,590 тг.,590,660.8,40,коробка,пачек,40 пачек,35шт / 45×50,True,56
bag-010,Майки,cat-mayki,Майка Nikas,шт,"Майка Nikas. Категория: Майки. Характеристики: 50шт. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,460 тг.,460,515.2,50,коробка,пачек,50 пачек,50шт,True,57
bag-011,Майки,cat-mayki,Майка Бижутерия,шт,"Майка Бижутерия. Категория: Майки. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,310 тг.,310,347.2,80,коробка,пачек,80 пачек,,True,58
bag-012,Майки,cat-mayki,"Майка ""Спасибо""",шт,"Майка ""Спасибо"". Категория: Майки. Характеристики: 80шт. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,625 тг.,625,700.0,40,коробка,пачек,40 пачек,80шт,True,59
bag-013,Майки,cat-mayki,Майка Turkystan,шт,"Майка Turkystan. Категория: Майки. Характеристики: фиолетовая. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,,,,,,,—,фиолетовая,True,60
bag-014,Майки,cat-mayki,Майка 800гр,шт,"Майка 800гр. Категория: Майки. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,850 тг.,850,952.0,30,коробка,рулонов,30 рулонов,,True,61
bag-015,Майки,cat-mayki,Майка коротыш 800гр,шт,"Майка коротыш 800гр. Категория: Майки. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,850 тг.,850,952.0,18,коробка,рулонов,18 рулонов,,True,62
bag-016,Майки,cat-mayki,Майка оранжевая,шт,"Майка оранжевая. Категория: Майки. Характеристики: 20шт / 45×50. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,310 тг.,310,347.2,80,коробка,пачек,80 пачек,20шт / 45×50,True,63
bag-017,Майки,cat-mayki,Майка черная,шт,"Майка черная. Категория: Майки. Характеристики: 40шт. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,380 тг.,380,425.6,100,коробка,пачек,100 пачек,40шт,True,64
bag-018,Майки,cat-mayki,Майка красная,шт,"Майка красная. Категория: Майки. Характеристики: 20шт. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,180 тг.,180,201.6,130,коробка,пачек,130 пачек,20шт,True,65
bag-019,Майки,cat-mayki,Майка бело-синяя,шт,"Майка бело-синяя. Категория: Майки. Характеристики: 40шт. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,430 тг.,430,481.6,60,коробка,пачек,60 пачек,40шт,True,66
bag-020,Майки,cat-mayki,Майка оранжевая,шт,"Майка оранжевая. Категория: Майки. Характеристики: 45шт / 35×45. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,580 тг.,580,649.6,50,коробка,пачек,50 пачек,45шт / 35×45,True,67
bag-021,Майки,cat-mayki,Майка желтая,шт,"Майка желтая. Категория: Майки. Характеристики: 40шт. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,560 тг.,560,627.2,50,коробка,пачек,50 пачек,40шт,True,68
bag-022,Майки,cat-mayki,Майка Dollar General,шт,"Майка Dollar General. Категория: Майки. Характеристики: белая. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,,,,,,,—,белая,True,69
bag-023,Майки,cat-mayki,Майка рулон 800гр,шт,"Майка рулон 800гр. Категория: Майки. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,900 тг.,900,1008.0,30,коробка,рулонов,30 рулонов,,True,70
bag-024,Майки,cat-mayki,Майка синяя 800гр,шт,"Майка синяя 800гр. Категория: Майки. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,850 тг.,850,952.0,30,коробка,рулонов,30 рулонов,,True,71
may-001,Майки С Ручками,cat-mayki-s-ruchkami,Майка красная,шт,"Майка красная. Категория: Майки С Ручками. Характеристики: красная. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,380 тг.,380,425.6,60,коробка,рулонов,60 рулонов,красная,True,72
may-002,Майки С Ручками,cat-mayki-s-ruchkami,Майка “Бижутерия”,шт,"Майка “Бижутерия”. Категория: Майки С Ручками. Характеристики: белая. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,310 тг.,310,347.2,80,коробка,пачек,80 пачек,белая,True,73
may-003,Майки С Ручками,cat-mayki-s-ruchkami,Майка белая 37×31,шт,"Майка белая 37×31. Категория: Майки С Ручками. Характеристики: 80шт. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,460 тг.,460,515.2,60,коробка,пачек,60 пачек,80шт,True,74
may-004,Майки С Ручками,cat-mayki-s-ruchkami,Майка фиолетовая,шт,"Майка фиолетовая. Категория: Майки С Ручками. Характеристики: 40шт. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,250 тг.,250,280.0,80,коробка,пачек,80 пачек,40шт,True,75
may-005,Майки С Ручками,cat-mayki-s-ruchkami,Exactly 2000,шт,"Exactly 2000. Категория: Майки С Ручками. Характеристики: белые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,1550 тг.,1550,1736.0,18,коробка,рулонов,18 рулонов,белые,True,76
may-006,Майки С Ручками,cat-mayki-s-ruchkami,Майка белая,шт,"Майка белая. Категория: Майки С Ручками. Характеристики: 50шт. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,470 тг.,470,526.4,50,коробка,пачек,50 пачек,50шт,True,77
may-007,Майки С Ручками,cat-mayki-s-ruchkami,Майка желтая,шт,"Майка желтая. Категория: Майки С Ручками. Характеристики: 35шт. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,460 тг.,460,515.2,60,коробка,пачек,60 пачек,35шт,True,78
may-008,Майки С Ручками,cat-mayki-s-ruchkami,Майка синяя 30×50,шт,"Майка синяя 30×50. Категория: Майки С Ручками. Характеристики: 35шт. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,620 тг.,620,694.4,40,коробка,пачек,40 пачек,35шт,True,79
may-009,Майки С Ручками,cat-mayki-s-ruchkami,SHIVAKI,шт,"SHIVAKI. Категория: Майки С Ручками. Характеристики: 20шт. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,485 тг.,485,543.2,50,коробка,пачек,50 пачек,20шт,True,80
may-010,Майки С Ручками,cat-mayki-s-ruchkami,Майка BAB AL SADAQA 45×50,шт,"Майка BAB AL SADAQA 45×50. Категория: Майки С Ручками. Характеристики: 35шт. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,590 тг.,590,660.8,40,коробка,пачек,40 пачек,35шт,True,81
sack-001,Мешки,cat-meshki,Мешки в рулоне 1000гр,шт,"Мешки в рулоне 1000гр. Категория: Мешки. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,960 тг.,960,1075.2,28,коробка,рулонов,28 рулонов,,True,82
sack-002,Мешки,cat-meshki,Мешки белые с целлофаном,шт,"Мешки белые с целлофаном. Категория: Мешки. Характеристики: 55×95. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,135 тг.,135,151.2,1000,коробка,шт,1000 шт,55×95,True,83
sack-003,Мешки,cat-meshki,Мешки 55×95,шт,"Мешки 55×95. Категория: Мешки. Характеристики: зеленые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,33 тг.,33,36.96,1000,коробка,шт,1000 шт,зеленые,True,84
sack-004,Мешки,cat-meshki,Мешки белые,шт,"Мешки белые. Категория: Мешки. Характеристики: 55×105 / 60гр. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,66 тг.,66,73.92,1000,коробка,шт,1000 шт,55×105 / 60гр,True,85
sack-005,Мешки,cat-meshki,Мешки белые,шт,"Мешки белые. Категория: Мешки. Характеристики: 45×95. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,45 тг.,45,50.4,,,,—,45×95,True,86
sack-006,Мешки,cat-meshki,Мешки 55×95,шт,"Мешки 55×95. Категория: Мешки. Характеристики: зеленые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,33 тг.,33,36.96,1000,коробка,шт,1000 шт,зеленые,True,87
sack-007,Мешки,cat-meshki,Сетка мешки 20×40,шт,"Сетка мешки 20×40. Категория: Мешки. Характеристики: 3 кг. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,18 тг.,18,20.16,2000,коробка,шт,2000 шт,3 кг,True,88
sack-008,Мешки,cat-meshki,Сетка мешки 26×50,шт,"Сетка мешки 26×50. Категория: Мешки. Характеристики: 5 кг. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,24 тг.,24,26.88,2000,коробка,шт,2000 шт,5 кг,True,89
sack-009,Мешки,cat-meshki,Сетка мешки 30×60,шт,"Сетка мешки 30×60. Категория: Мешки. Характеристики: 10 кг. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,28 тг.,28,31.36,2000,коробка,шт,2000 шт,10 кг,True,90
sack-010,Мешки,cat-meshki,Сетка мешки 52×85,шт,"Сетка мешки 52×85. Категория: Мешки. Характеристики: 40 кг. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,51 тг.,51,57.12,2000,коробка,шт,2000 шт,40 кг,True,91
sack-011,Мешки,cat-meshki,Мешки 45×95,шт,"Мешки 45×95. Категория: Мешки. Характеристики: белые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,45 тг.,45,50.4,,,,—,белые,True,92
sack-012,Мешки,cat-meshki,Мешки с целлофаном,шт,"Мешки с целлофаном. Категория: Мешки. Характеристики: 55×96. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,135 тг.,135,151.2,1000,коробка,шт,1000 шт,55×96,True,93
sack-013,Мешки,cat-meshki,Мешки 55×105 60гр,шт,"Мешки 55×105 60гр. Категория: Мешки. Характеристики: белые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,66 тг.,66,73.92,1000,коробка,шт,1000 шт,белые,True,94
mes-001,Мешочки Без Ручки,cat-meshochki-bez-ruchki,ПНД 1000гр,шт,"ПНД 1000гр. Категория: Мешочки Без Ручки. Характеристики: прозрачные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,960 тг.,960,1075.2,28,коробка,рулонов,28 рулонов,прозрачные,True,95
mes-002,Мешочки Без Ручки,cat-meshochki-bez-ruchki,Без ручки 800гр,шт,"Без ручки 800гр. Категория: Мешочки Без Ручки. Характеристики: белые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,900 тг.,900,1008.0,30,коробка,рулонов,30 рулонов,белые,True,96
