externalId,category,categoryId,name,unit,description,photo,price,priceWithoutVat,priceWithVat,packageQuantity,packageType,packageUnit,sourcePack,notes,isActive,sortOrder
pro-006,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Полосатые прорезиненные,пара,"Полосатые прорезиненные. Категория: Прорезиненные Перчатки. Характеристики: фиолетовые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,95 тг.,95,106.4,960,мешок,пар,960 пар,фиолетовые,True,203
pro-007,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Синие прорезиненные,пара,"Синие прорезиненные. Категория: Прорезиненные Перчатки. Характеристики: синие. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,65 тг.,65,72.8,960,мешок,пар,960 пар,синие,True,204
pro-008,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Синие 300#,пара,"Синие 300#. Категория: Прорезиненные Перчатки. Характеристики: синие. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,95 тг.,95,106.4,720,мешок,пар,720 пар,синие,True,205
pro-009,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Красно-черные,пара,"Красно-черные. Категория: Прорезиненные Перчатки. Характеристики: красные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,95 тг.,95,106.4,720,мешок,пар,720 пар,красные,True,206
pro-010,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Черно-оранжевые,пара,"Черно-оранжевые. Категория: Прорезиненные Перчатки. Характеристики: оранжевые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,98 тг.,98,109.76,960,мешок,пар,960 пар,оранжевые,True,207
pro-011,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Усиленные 300#,пара,"Усиленные 300#. Категория: Прорезиненные Перчатки. Характеристики: черно-оранжевые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,240 тг.,240,268.8,480,мешок,пар,480 пар,черно-оранжевые,True,208
pro-012,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Серые рабочие,пара,"Серые рабочие. Категория: Прорезиненные Перчатки. Характеристики: серые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,125 тг.,125,140.0,960,мешок,пар,960 пар,серые,True,209
pro-013,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Сине-черные SHD-A,пара,"Сине-черные SHD-A. Категория: Прорезиненные Перчатки. Характеристики: синие. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,165 тг.,165,184.8,960,мешок,пар,960 пар,синие,True,210
pro-014,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Сине-белые,пара,"Сине-белые. Категория: Прорезиненные Перчатки. Характеристики: синие. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,95 тг.,95,106.4,720,мешок,пар,720 пар,синие,True,211
pro-015,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Сине-оранжевые 300#,пара,"Сине-оранжевые 300#. Категория: Прорезиненные Перчатки. Характеристики: синие. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,130 тг.,130,145.6,480,мешок,пар,480 пар,синие,True,212
pro-016,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Зеленые прорезиненные,пара,"Зеленые прорезиненные. Категория: Прорезиненные Перчатки. Характеристики: зеленые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,373 тг.,373,417.76,720,мешок,пар,720 пар,зеленые,True,213
pro-017,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Зеленые,пара,"Зеленые. Категория: Прорезиненные Перчатки. Характеристики: зеленые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,190 тг.,190,212.8,600,мешок,пар,600 пар,зеленые,True,214
pro-018,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Синие 300#,пара,"Синие 300#. Категория: Прорезиненные Перчатки. Характеристики: синие. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,130 тг.,130,145.6,600,мешок,пар,600 пар,синие,True,215
pro-019,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Красно-черные,пара,"Красно-черные. Категория: Прорезиненные Перчатки. Характеристики: красные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,85 тг.,85,95.2,960,мешок,пар,960 пар,красные,True,216
pro-020,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Коричневые,пара,"Коричневые. Категория: Прорезиненные Перчатки. Характеристики: коричневые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,95 тг.,95,106.4,720,мешок,пар,720 пар,коричневые,True,217
pro-021,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Черно-зеленые,пара,"Черно-зеленые. Категория: Прорезиненные Перчатки. Характеристики: полосатые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,100 тг.,100,112.0,960,мешок,пар,960 пар,полосатые,True,218
pro-022,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Цветочные,пара,"Цветочные. Категория: Прорезиненные Перчатки. Характеристики: цветные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,95 тг.,95,106.4,1200,мешок,пар,1200 пар,цветные,True,219
pro-023,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Салатовые утепленные,пара,"Салатовые утепленные. Категория: Прорезиненные Перчатки. Характеристики: утепленные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,280 тг.,280,313.6,720,мешок,пар,720 пар,утепленные,True,220
pro-024,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Серо-синие,пара,"Серо-синие. Категория: Прорезиненные Перчатки. Характеристики: оранжевая манжета. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,120 тг.,120,134.4,720,мешок,пар,720 пар,оранжевая манжета,True,221
pro-025,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Сине-оранжевые,пара,"Сине-оранжевые. Категория: Прорезиненные Перчатки. Характеристики: синие. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,130 тг.,130,145.6,480,мешок,пар,480 пар,синие,True,222
pro-026,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Антипорез,пара,"Антипорез. Категория: Прорезиненные Перчатки. Характеристики: салатовые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,136 тг.,136,152.32,1200,мешок,пар,1200 пар,салатовые,True,223
pro-027,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Коричнево-черные,пара,"Коричнево-черные. Категория: Прорезиненные Перчатки. Характеристики: темные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,95 тг.,95,106.4,720,мешок,пар,720 пар,темные,True,224
pro-028,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Серо-розовые,пара,"Серо-розовые. Категория: Прорезиненные Перчатки. Характеристики: розовые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,130 тг.,130,145.6,960,мешок,пар,960 пар,розовые,True,225
pro-029,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Синие тонкие,пара,"Синие тонкие. Категория: Прорезиненные Перчатки. Характеристики: синие. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,115 тг.,115,128.8,840,мешок,пар,840 пар,синие,True,226
pro-030,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Кирпичный,пара,"Кирпичный. Категория: Прорезиненные Перчатки. Характеристики: красные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,255 тг.,255,285.6,360,мешок,пар,360 пар,красные,True,227
pro-031,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Черно-белые,пара,"Черно-белые. Категория: Прорезиненные Перчатки. Характеристики: черные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,95 тг.,95,106.4,960,мешок,пар,960 пар,черные,True,228
pro-032,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Кирпичный зеленый,пара,"Кирпичный зеленый. Категория: Прорезиненные Перчатки. Характеристики: зеленые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,180 тг.,180,201.6,360,мешок,пар,360 пар,зеленые,True,229
pro-033,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Оранжево-черные,пара,"Оранжево-черные. Категория: Прорезиненные Перчатки. Характеристики: оранжевые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,95 тг.,95,106.4,960,мешок,пар,960 пар,оранжевые,True,230
pro-034,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Серые с зеленым,пара,"Серые с зеленым. Категория: Прорезиненные Перчатки. Характеристики: серые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,190 тг.,190,212.8,600,мешок,пар,600 пар,серые,True,231
pro-035,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Оранжевые 300#,пара,"Оранжевые 300#. Категория: Прорезиненные Перчатки. Характеристики: оранжевые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,135 тг.,135,151.2,500,мешок,пар,500 пар,оранжевые,True,232
pro-036,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Серо-оранжевые,пара,"Серо-оранжевые. Категория: Прорезиненные Перчатки. Характеристики: оранжевые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,190 тг.,190,212.8,600,мешок,пар,600 пар,оранжевые,True,233
pro-037,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Полосатые салатовые,пара,"Полосатые салатовые. Категория: Прорезиненные Перчатки. Характеристики: салатовые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,90 тг.,90,100.8,960,мешок,пар,960 пар,салатовые,True,234
pro-038,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Салатовые сигнальные,пара,"Салатовые сигнальные. Категория: Прорезиненные Перчатки. Характеристики: сигнальные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,150 тг.,150,168.0,960,мешок,пар,960 пар,сигнальные,True,235
pro-039,Прорезиненные Перчатки,cat-prorezinennye-perchatki,Оранжево-черные,пара,"Оранжево-черные. Категория: Прорезиненные Перчатки. Характеристики: оранжевые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,130 тг.,130,145.6,480,мешок,пар,480 пар,оранжевые,True,236
rez-001,Резиновые Перчатки,cat-rezinovye-perchatki,Бело-синие резиновые,пара,"Бело-синие резиновые. Категория: Резиновые Перчатки. Характеристики: белые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,175 тг.,175,196.0,400,мешок,пар,400 пар,белые,True,237
rez-002,Резиновые Перчатки,cat-rezinovye-perchatki,Резиновые хозяйственные,пара,"Резиновые хозяйственные. Категория: Резиновые Перчатки. Характеристики: желтые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,145 тг.,145,162.4,400,мешок,пар,400 пар,желтые,True,238
rez-003,Резиновые Перчатки,cat-rezinovye-perchatki,Желтые хозяйственные,пара,"Желтые хозяйственные. Категория: Резиновые Перчатки. Характеристики: желтые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,220 тг.,220,246.4,400,мешок,пар,400 пар,желтые,True,239
rez-004,Резиновые Перчатки,cat-rezinovye-perchatki,Латексные светлые,пара,"Латексные светлые. Категория: Резиновые Перчатки. Характеристики: светлые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,160 тг.,160,179.2,600,мешок,пар,600 пар,светлые,True,240
rez-005,Резиновые Перчатки,cat-rezinovye-perchatki,Желтые хозяйственные,пара,"Желтые хозяйственные. Категория: Резиновые Перчатки. Характеристики: желтые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,125 тг.,125,140.0,600,мешок,пар,600 пар,желтые,True,241
rez-006,Резиновые Перчатки,cat-rezinovye-perchatki,Желтые XL,пара,"Желтые XL. Категория: Резиновые Перчатки. Характеристики: желтые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,225 тг.,225,252.0,400,мешок,пар,400 пар,желтые,True,242
rez-007,Резиновые Перчатки,cat-rezinovye-perchatki,Belar,пара,"Belar. Категория: Резиновые Перчатки. Характеристики: упаковка. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,110 тг.,110,123.2,600,мешок,пар,600 пар,упаковка,True,243
rez-008,Резиновые Перчатки,cat-rezinovye-perchatki,Желтые хозяйственные,пара,"Желтые хозяйственные. Категория: Резиновые Перчатки. Характеристики: желтые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,220 тг.,220,246.4,400,мешок,пар,400 пар,желтые,True,244
rez-009,Резиновые Перчатки,cat-rezinovye-perchatki,Черные резиновые,пара,"Черные резиновые. Категория: Резиновые Перчатки. Характеристики: черные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,220 тг.,220,246.4,300,мешок,пар,300 пар,черные,True,245
rez-010,Резиновые Перчатки,cat-rezinovye-perchatki,Нитриловые черные,пара,"Нитриловые черные. Категория: Резиновые Перчатки. Характеристики: коробка. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,950 тг.,950,1064.0,,,,—,коробка,True,246
rez-011,Резиновые Перчатки,cat-rezinovye-perchatki,Красные 40см,пара,"Красные 40см. Категория: Резиновые Перчатки. Характеристики: длинные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,475 тг.,475,532.0,300,мешок,пар,300 пар,длинные,True,247
rez-012,Резиновые Перчатки,cat-rezinovye-perchatki,Розовые хозяйственные,пара,"Розовые хозяйственные. Категория: Резиновые Перчатки. Характеристики: розовые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,308 тг.,308,344.96,300,мешок,пар,300 пар,розовые,True,248
mit-001,Рукавицы,cat-rukavicy,Рукавицы утепленные,пара,"Рукавицы утепленные. Категория: Рукавицы. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,330 тг.,330,369.6,500,мешок,пар,500 пар,,True,249
mit-002,Рукавицы,cat-rukavicy,Рукавицы комбинированные,пара,"Рукавицы комбинированные. Категория: Рукавицы. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,225 тг.,225,252.0,1000,мешок,пар,1000 пар,,True,250
mit-003,Рукавицы,cat-rukavicy,Рукавицы зима,пара,"Рукавицы зима. Категория: Рукавицы. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,450 тг.,450,504.0,200,мешок,пар,200 пар,,True,251
mit-004,Рукавицы,cat-rukavicy,Рукавицы белые,пара,"Рукавицы белые. Категория: Рукавицы. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,220 тг.,220,246.4,500,мешок,пар,500 пар,,True,252
mit-005,Рукавицы,cat-rukavicy,Рукавицы серые,пара,"Рукавицы серые. Категория: Рукавицы. Характеристики: серые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,300 тг.,300,336.0,500,мешок,пар,500 пар,серые,True,253
mit-006,Рукавицы,cat-rukavicy,Рукавицы ЗИМА,пара,"Рукавицы ЗИМА. Категория: Рукавицы. Характеристики: утепленные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,450 тг.,450,504.0,200,мешок,пар,200 пар,утепленные,True,254
mit-007,Рукавицы,cat-rukavicy,Рукавица комбинированная,пара,"Рукавица комбинированная. Категория: Рукавицы. Характеристики: зеленые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,225 тг.,225,252.0,1000,мешок,пар,1000 пар,зеленые,True,255
mit-008,Рукавицы,cat-rukavicy,Рукавицы зеленые,пара,"Рукавицы зеленые. Категория: Рукавицы. Характеристики: зеленые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,330 тг.,330,369.6,500,мешок,пар,500 пар,зеленые,True,256
mit-009,Рукавицы,cat-rukavicy,Рукавицы белые,пара,"Рукавицы белые. Категория: Рукавицы. Характеристики: белые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,220 тг.,220,246.4,500,мешок,пар,500 пар,белые,True,257
mit-010,Рукавицы,cat-rukavicy,Рукавицы меховые,пара,"Рукавицы меховые. Категория: Рукавицы. Характеристики: серые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,600 тг.,600,672.0,200,мешок,пар,200 пар,серые,True,258
mit-011,Рукавицы,cat-rukavicy,Рукавицы утепленные ЗИМА,пара,"Рукавицы утепленные ЗИМА. Категория: Рукавицы. Характеристики: белые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,450 тг.,450,504.0,200,мешок,пар,200 пар,белые,True,259
nap-001,Салфетки,cat-salfetki,Салфетки влажные,шт,"Салфетки влажные. Категория: Салфетки. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,470 тг.,470,526.4,50,коробка,пачек,50 пачек,,True,260
net-001,Сетка,cat-setka,Сетка мешки,шт,"Сетка мешки. Категория: Сетка. Характеристики: 20×40 / 3кг. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,,,,,,,—,20×40 / 3кг,True,261
spe-001,Спец Одежда,cat-spec-odezhda,Каска строительная,шт,"Каска строительная. Категория: Спец Одежда. Характеристики: оранжевая. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,550 тг.,550,616.0,50,коробка,шт,50 шт,оранжевая,True,262
spe-002,Спец Одежда,cat-spec-odezhda,Защитный костюм,шт,"Защитный костюм. Категория: Спец Одежда. Характеристики: белый. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,550 тг.,550,616.0,100,коробка,шт,100 шт,белый,True,263
spe-003,Спец Одежда,cat-spec-odezhda,Сигнальный жилет,шт,"Сигнальный жилет. Категория: Спец Одежда. Характеристики: оранжевый/салатовый. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,400 тг.,400,448.0,500,коробка,шт,500 шт,оранжевый/салатовый,True,264
spe-004,Спец Одежда,cat-spec-odezhda,Сигнальный жилет усиленный,шт,"Сигнальный жилет усиленный. Категория: Спец Одежда. Характеристики: оранжевый. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,750 тг.,750,840.0,300,коробка,шт,300 шт,оранжевый,True,265
spe-001,Спец Перчатки,cat-spec-perchatki,Маслостойкие,пара,"Маслостойкие. Категория: Спец Перчатки. Характеристики: красные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,255 тг.,255,285.6,420,мешок,пар,420 пар,красные,True,266
spe-002,Спец Перчатки,cat-spec-perchatki,Защитные синие,пара,"Защитные синие. Категория: Спец Перчатки. Характеристики: синие. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,295 тг.,295,330.4,299,мешок,пар,299 пар,синие,True,267
spe-003,Спец Перчатки,cat-spec-perchatki,Диэлектрические,пара,"Диэлектрические. Категория: Спец Перчатки. Характеристики: коричневые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,1000 тг.,1000,1120.0,72,мешок,пар,72 пары,коричневые,True,268
spe-004,Спец Перчатки,cat-spec-perchatki,Химстойкие,пара,"Химстойкие. Категория: Спец Перчатки. Характеристики: оранжевые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,1200 тг.,1200,1344.0,108,мешок,пар,108 пар,оранжевые,True,269
spe-005,Спец Перчатки,cat-spec-perchatki,Защитные оранжевые,пара,"Защитные оранжевые. Категория: Спец Перчатки. Характеристики: оранжевые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,1200 тг.,1200,1344.0,108,мешок,пар,108 пар,оранжевые,True,270
wear-001,Спецодежда,cat-specodezhda,Жилет сигнальный,шт,"Жилет сигнальный. Категория: Спецодежда. Характеристики: оранжевый. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,750 тг.,750,840.0,300,коробка,шт,300 шт,оранжевый,True,271
wear-002,Спецодежда,cat-specodezhda,Жилет сигнальный,шт,"Жилет сигнальный. Категория: Спецодежда. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,400 тг.,400,448.0,500,коробка,шт,500 шт,,True,272
wear-003,Спецодежда,cat-specodezhda,Каска защитная,шт,"Каска защитная. Категория: Спецодежда. Характеристики: оранжевая. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,550 тг.,550,616.0,50,коробка,шт,50 шт,оранжевая,True,273
wear-004,Спецодежда,cat-specodezhda,Комбинезон защитный,шт,"Комбинезон защитный. Категория: Спецодежда. Характеристики: белый. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,550 тг.,550,616.0,100,коробка,шт,100 шт,белый,True,274
str-001,Стрейч,cat-streych,Стрейч пленка красная,рулон,"Стрейч пленка красная. Категория: Стрейч. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,380 тг.,380,425.6,60,коробка,рулонов,60 рулонов,,True,275
str-002,Стрейч,cat-streych,Стрейч пленка,рулон,"Стрейч пленка. Категория: Стрейч. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,420 тг.,420,470.4,60,коробка,рулонов,60 рулонов,,True,276
str-003,Стрейч,cat-streych,Стрейч пленка,рулон,"Стрейч пленка. Категория: Стрейч. Характеристики: 1.2кг / 150м. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,от 1270 тг.,1270,1422.4,5,коробка,от шт,от 5 шт,1.2кг / 150м,True,277
hb--001,ХБ Перчатки,cat-hb-perchatki,Белые х/б перчатки,пара,"Белые х/б перчатки. Категория: ХБ Перчатки. Характеристики: белые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,35 тг.,35,39.2,780,мешок,пар,780 пар,белые,True,278
hb--002,ХБ Перчатки,cat-hb-perchatki,Перчатки ПВХ 4 нити 10 класс,пара,"Перчатки ПВХ 4 нити 10 класс. Категория: ХБ Перчатки. Характеристики: синие точки. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,75 тг.,75,84.0,600,мешок,пар,600 пар,синие точки,True,279
hb--003,ХБ Перчатки,cat-hb-perchatki,Перчатки 4 нити,пара,"Перчатки 4 нити. Категория: ХБ Перчатки. Характеристики: красные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,70 тг.,70,78.4,600,мешок,пар,600 пар,красные,True,280
hb--004,ХБ Перчатки,cat-hb-perchatki,Белые х/б перчатки,пара,"Белые х/б перчатки. Категория: ХБ Перчатки. Характеристики: плотные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,65 тг.,65,72.8,600,мешок,пар,600 пар,плотные,True,281
hb--005,ХБ Перчатки,cat-hb-perchatki,Белые рабочие перчатки,пара,"Белые рабочие перчатки. Категория: ХБ Перчатки. Характеристики: тонкие. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,60 тг.,60,67.2,600,мешок,пар,600 пар,тонкие,True,282
hb--006,ХБ Перчатки,cat-hb-perchatki,Перчатки ПВХ 4 нити 10 класс,пара,"Перчатки ПВХ 4 нити 10 класс. Категория: ХБ Перчатки. Характеристики: черно-белые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,75 тг.,75,84.0,600,мешок,пар,600 пар,черно-белые,True,283
hb--007,ХБ Перчатки,cat-hb-perchatki,Перчатки 5 нить 7 класс,пара,"Перчатки 5 нить 7 класс. Категория: ХБ Перчатки. Характеристики: черные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,80 тг.,80,89.6,600,мешок,пар,600 пар,черные,True,284
hb--008,ХБ Перчатки,cat-hb-perchatki,Серые теплые перчатки,пара,"Серые теплые перчатки. Категория: ХБ Перчатки. Характеристики: серые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,80 тг.,80,89.6,600,мешок,пар,600 пар,серые,True,285
hb--009,ХБ Перчатки,cat-hb-perchatki,Зеленые рабочие перчатки,пара,"Зеленые рабочие перчатки. Категория: ХБ Перчатки. Характеристики: зеленые. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,80 тг.,80,89.6,600,мешок,пар,600 пар,зеленые,True,286
hb--010,ХБ Перчатки,cat-hb-perchatki,Черные тонкие перчатки,пара,"Черные тонкие перчатки. Категория: ХБ Перчатки. Характеристики: черные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,45 тг.,45,50.4,1200,мешок,пар,1200 пар,черные,True,287
hb--011,ХБ Перчатки,cat-hb-perchatki,Перчатки 7 нить,пара,"Перчатки 7 нить. Категория: ХБ Перчатки. Характеристики: черные с точками. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,100 тг.,100,112.0,300,мешок,пар,300 пар,черные с точками,True,288
hb--012,ХБ Перчатки,cat-hb-perchatki,Перчатки 6 нить,пара,"Перчатки 6 нить. Категория: ХБ Перчатки. Характеристики: серо-красные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,95 тг.,95,106.4,500,мешок,пар,500 пар,серо-красные,True,289
hb--013,ХБ Перчатки,cat-hb-perchatki,Черные перчатки 7 нить,пара,"Черные перчатки 7 нить. Категория: ХБ Перчатки. Характеристики: черные. Подходит для оптовой закупки, склада, производства, торговли и хозяйственных задач.",,90 тг.,90,100.8,300,мешок,пар,300 пар,черные,True,290
